评分,内容,版本,时间,情绪指数,问题类别,风险标签
3,功能还行，中规中矩,2.1.0,2026-07-09,27,内容,低风险
3,界面还可以，就是偶尔卡顿,2.1.0,2026-06-01,30,功能,低风险
5,购物链路顺畅，下单方便,1.9.0,2026-06-05,84,社区,中风险
5,视频流畅，加载很快,2.0.0,2026-06-12,88,电商,中风险
2,笔记被限流，流量骤降,1.8.0,2026-07-01,1,广告,高风险
4,笔记质量高，信息量很大,1.8.0,2026-06-02,87,电商,中风险
5,直播体验不错，带货实在,2.0.0,2026-06-20,69,搜索,低风险
3,功能还行，中规中矩,2.0.0,2026-06-22,51,内容,低风险
5,视频流畅，加载很快,2.0.0,2026-07-28,76,电商,中风险
4,攻略很实用，收藏了很多,2.1.0,2026-07-29,72,搜索,中风险
4,界面简洁，用起来很顺手,2.1.0,2026-06-16,83,社区,中风险
5,直播体验不错，带货实在,2.0.0,2026-06-06,88,内容,低风险
5,笔记质量高，信息量很大,2.0.0,2026-06-29,80,电商,中风险
4,视频流畅，加载很快,2.0.0,2026-07-12,69,社区,中风险
4,直播体验不错，带货实在,2.1.0,2026-06-10,67,内容,低风险
1,广告越来越多，推荐质量下降,2.1.0,2026-07-02,9,客服,高风险
3,功能还行，中规中矩,2.1.0,2026-06-23,53,内容,低风险
4,社区氛围好，互动很积极,2.0.0,2026-07-14,74,功能,低风险
3,一般般，没有惊喜,1.9.0,2026-07-01,35,功能,中风险
1,无故封号，申诉没人理,2.1.0,2026-06-01,5,内容,高风险
1,客服完全联系不上，太失望了,2.0.0,2026-06-13,13,账号,高风险
4,攻略很实用，收藏了很多,1.8.0,2026-07-25,73,搜索,低风险
5,购物链路顺畅，下单方便,1.8.0,2026-06-17,81,电商,低风险
1,广告越来越多，推荐质量下降,1.9.0,2026-06-16,4,客服,高风险
4,推荐算法不错，经常有好物,2.0.0,2026-07-11,100,搜索,低风险
2,隐私设置形同虚设,1.9.0,2026-07-25,11,客服,高风险
5,界面简洁，用起来很顺手,1.9.0,2026-06-15,77,社区,低风险
3,界面还可以，就是偶尔卡顿,2.0.0,2026-07-11,51,其他,中风险
2,账号莫名被禁言，没有任何通知,2.1.0,2026-07-03,13,功能,高风险
2,更新后经常闪退，体验很差,2.1.0,2026-07-15,17,广告,高风险
5,攻略很实用，收藏了很多,1.8.0,2026-07-07,71,社区,低风险
2,广告越来越多，推荐质量下降,1.8.0,2026-06-26,15,客服,高风险
1,客服完全联系不上，太失望了,1.8.0,2026-07-14,8,功能,高风险
4,攻略很实用，收藏了很多,2.0.0,2026-07-16,75,电商,低风险
3,界面还可以，就是偶尔卡顿,2.0.0,2026-06-23,57,内容,低风险
4,视频流畅，加载很快,1.9.0,2026-06-25,84,搜索,低风险
3,界面还可以，就是偶尔卡顿,2.1.0,2026-06-14,55,内容,低风险
4,搜索准确，找东西方便多了,1.8.0,2026-06-13,64,功能,低风险
1,无故封号，申诉没人理,1.9.0,2026-07-20,20,功能,低风险
4,社区氛围好，互动很积极,1.8.0,2026-07-24,88,搜索,中风险
2,客服完全联系不上，太失望了,1.9.0,2026-07-08,19,功能,高风险
4,直播体验不错，带货实在,2.0.0,2026-07-27,95,搜索,中风险
4,攻略很实用，收藏了很多,2.0.0,2026-06-25,74,电商,中风险
5,界面简洁，用起来很顺手,1.8.0,2026-07-29,85,电商,中风险
4,笔记质量高，信息量很大,1.9.0,2026-07-16,69,电商,低风险
3,一般般，没有惊喜,1.9.0,2026-07-04,36,功能,低风险
4,笔记质量高，信息量很大,2.1.0,2026-07-28,64,社区,低风险
2,更新后经常闪退，体验很差,2.1.0,2026-07-09,24,客服,中风险
2,无故封号，申诉没人理,2.0.0,2026-07-03,9,功能,高风险
4,界面简洁，用起来很顺手,2.1.0,2026-07-11,97,搜索,中风险
4,界面简洁，用起来很顺手,2.1.0,2026-07-23,70,功能,中风险
5,界面简洁，用起来很顺手,2.1.0,2026-06-26,99,内容,低风险
5,推荐算法不错，经常有好物,2.1.0,2026-06-28,85,内容,低风险
5,搜索准确，找东西方便多了,1.9.0,2026-06-21,65,电商,中风险
4,内容丰富，种草体验很好,2.0.0,2026-06-25,89,功能,低风险
5,直播体验不错，带货实在,2.0.0,2026-06-11,93,功能,低风险
4,直播体验不错，带货实在,1.9.0,2026-07-05,88,社区,低风险
5,推荐算法不错，经常有好物,1.8.0,2026-06-13,90,社区,中风险
5,攻略很实用，收藏了很多,2.0.0,2026-06-27,83,内容,中风险
2,搜索功能越来越难用,1.9.0,2026-07-23,19,账号,高风险
5,搜索准确，找东西方便多了,1.9.0,2026-06-27,80,社区,低风险
4,直播体验不错，带货实在,1.8.0,2026-07-03,97,电商,低风险
3,界面还可以，就是偶尔卡顿,2.1.0,2026-06-25,35,功能,低风险
4,推荐算法不错，经常有好物,1.8.0,2026-07-01,75,内容,低风险
3,偶尔用用，没啥特别感觉,2.1.0,2026-06-07,51,其他,低风险
5,攻略很实用，收藏了很多,1.9.0,2026-07-20,61,电商,中风险
4,社区氛围好，互动很积极,2.0.0,2026-06-22,76,电商,低风险
5,视频流畅，加载很快,1.9.0,2026-06-01,73,功能,低风险
4,内容丰富，种草体验很好,2.0.0,2026-06-09,70,社区,低风险
5,社区氛围好，互动很积极,1.8.0,2026-06-06,95,搜索,低风险
1,笔记被限流，流量骤降,2.1.0,2026-06-22,8,账号,高风险
4,攻略很实用，收藏了很多,1.9.0,2026-06-26,75,社区,低风险
4,内容丰富，种草体验很好,1.9.0,2026-06-28,93,内容,低风险
5,视频流畅，加载很快,1.9.0,2026-07-20,97,功能,低风险
4,搜索准确，找东西方便多了,2.0.0,2026-06-09,60,社区,低风险
5,推荐算法不错，经常有好物,2.1.0,2026-06-20,81,社区,低风险
4,社区氛围好，互动很积极,2.0.0,2026-07-22,77,电商,低风险
5,视频流畅，加载很快,2.1.0,2026-07-10,61,电商,中风险
4,视频流畅，加载很快,2.0.0,2026-06-26,79,搜索,中风险
3,功能还行，中规中矩,2.0.0,2026-06-26,52,功能,中风险
4,界面简洁，用起来很顺手,1.8.0,2026-07-05,76,内容,低风险
5,界面简洁，用起来很顺手,1.8.0,2026-06-03,99,电商,低风险
4,搜索准确，找东西方便多了,1.8.0,2026-07-02,70,内容,中风险
5,内容丰富，种草体验很好,2.0.0,2026-07-10,73,内容,低风险
5,推荐算法不错，经常有好物,1.8.0,2026-06-27,75,社区,中风险
4,搜索准确，找东西方便多了,2.1.0,2026-06-19,60,社区,低风险
4,搜索准确，找东西方便多了,1.8.0,2026-06-21,79,搜索,低风险
4,攻略很实用，收藏了很多,2.0.0,2026-06-19,94,电商,低风险
1,内容审核乱封号，误伤严重,2.1.0,2026-06-26,4,广告,高风险
5,搜索准确，找东西方便多了,1.9.0,2026-06-15,87,功能,低风险
2,更新后经常闪退，体验很差,1.9.0,2026-06-04,11,内容,高风险
2,内容审核乱封号，误伤严重,1.8.0,2026-07-22,10,内容,高风险
3,用了一阵子，感觉普通,2.1.0,2026-06-26,60,其他,低风险
5,搜索准确，找东西方便多了,1.9.0,2026-06-07,61,内容,低风险
4,购物链路顺畅，下单方便,2.0.0,2026-06-07,70,搜索,低风险
1,评论区被水军刷屏,2.1.0,2026-06-03,15,客服,高风险
5,内容丰富，种草体验很好,2.0.0,2026-06-28,68,内容,低风险
5,搜索准确，找东西方便多了,2.1.0,2026-07-07,60,内容,低风险
2,广告越来越多，推荐质量下降,1.8.0,2026-07-22,6,功能,高风险
2,搜索功能越来越难用,1.9.0,2026-07-22,14,功能,高风险
5,购物链路顺畅，下单方便,2.0.0,2026-06-27,87,内容,低风险
4,搜索准确，找东西方便多了,1.8.0,2026-06-17,93,内容,低风险
5,社区氛围好，互动很积极,2.1.0,2026-06-09,88,内容,低风险
5,搜索准确，找东西方便多了,2.1.0,2026-07-01,75,社区,中风险
2,无故封号，申诉没人理,2.1.0,2026-07-06,2,功能,高风险
5,社区氛围好，互动很积极,1.8.0,2026-06-11,90,搜索,低风险
4,社区氛围好，互动很积极,2.0.0,2026-07-14,74,内容,低风险
4,推荐算法不错，经常有好物,1.8.0,2026-07-14,71,社区,中风险
5,攻略很实用，收藏了很多,2.1.0,2026-07-01,99,功能,低风险
3,界面还可以，就是偶尔卡顿,1.8.0,2026-07-19,35,内容,低风险
2,内容审核乱封号，误伤严重,1.8.0,2026-06-21,4,功能,高风险
5,攻略很实用，收藏了很多,1.9.0,2026-06-15,76,功能,低风险
5,推荐算法不错，经常有好物,2.0.0,2026-07-25,67,功能,低风险
4,界面简洁，用起来很顺手,1.9.0,2026-06-23,94,功能,低风险
4,界面简洁，用起来很顺手,1.8.0,2026-07-28,100,内容,低风险
5,社区氛围好，互动很积极,1.8.0,2026-07-15,74,内容,低风险
2,无故封号，申诉没人理,2.1.0,2026-06-29,5,客服,高风险
3,一般般，没有惊喜,2.0.0,2026-06-10,48,功能,低风险
3,用了一阵子，感觉普通,1.9.0,2026-07-16,32,功能,低风险
1,隐私设置形同虚设,1.9.0,2026-07-21,8,功能,高风险
5,推荐算法不错，经常有好物,2.1.0,2026-07-20,91,电商,中风险
5,购物链路顺畅，下单方便,2.1.0,2026-07-11,70,功能,低风险
4,搜索准确，找东西方便多了,2.1.0,2026-06-24,75,功能,中风险
4,社区氛围好，互动很积极,2.0.0,2026-06-15,99,功能,中风险
5,推荐算法不错，经常有好物,1.9.0,2026-07-04,84,电商,中风险
4,购物链路顺畅，下单方便,2.0.0,2026-07-04,86,搜索,低风险
2,无故封号，申诉没人理,2.1.0,2026-06-19,15,账号,高风险
4,界面简洁，用起来很顺手,2.0.0,2026-06-25,80,功能,中风险
4,视频流畅，加载很快,1.8.0,2026-06-30,82,电商,低风险
4,内容丰富，种草体验很好,1.8.0,2026-07-05,100,搜索,中风险
5,社区氛围好，互动很积极,2.1.0,2026-07-29,60,社区,低风险
3,偶尔用用，没啥特别感觉,2.0.0,2026-06-03,50,其他,低风险
5,笔记质量高，信息量很大,2.0.0,2026-07-10,95,搜索,中风险
1,评论区被水军刷屏,2.0.0,2026-06-05,19,功能,高风险
4,直播体验不错，带货实在,2.1.0,2026-07-24,71,内容,低风险
2,更新后经常闪退，体验很差,2.1.0,2026-06-13,2,广告,高风险
4,界面简洁，用起来很顺手,2.0.0,2026-06-23,78,电商,低风险
2,广告越来越多，推荐质量下降,2.1.0,2026-07-05,17,功能,高风险
4,视频流畅，加载很快,2.0.0,2026-07-20,96,电商,低风险
4,社区氛围好，互动很积极,2.0.0,2026-06-11,75,功能,中风险
4,界面简洁，用起来很顺手,1.9.0,2026-06-29,96,电商,低风险
5,攻略很实用，收藏了很多,1.8.0,2026-06-03,68,电商,低风险
5,攻略很实用，收藏了很多,2.0.0,2026-07-14,82,内容,低风险
4,笔记质量高，信息量很大,1.8.0,2026-07-26,95,电商,低风险
3,功能还行，中规中矩,1.9.0,2026-06-04,37,功能,中风险
4,内容丰富，种草体验很好,1.8.0,2026-06-13,66,社区,中风险
5,直播体验不错，带货实在,1.9.0,2026-06-04,94,内容,中风险
5,笔记质量高，信息量很大,1.9.0,2026-07-18,80,社区,中风险
2,搜索功能越来越难用,2.0.0,2026-07-03,21,账号,中风险
2,客服完全联系不上，太失望了,2.1.0,2026-07-27,11,广告,高风险
4,笔记质量高，信息量很大,2.1.0,2026-06-29,83,内容,低风险
1,广告越来越多，推荐质量下降,2.0.0,2026-06-04,24,内容,低风险
5,推荐算法不错，经常有好物,2.0.0,2026-06-05,64,搜索,低风险
3,用了一阵子，感觉普通,1.8.0,2026-07-30,58,功能,中风险
3,用了一阵子，感觉普通,2.0.0,2026-07-17,49,内容,低风险
4,搜索准确，找东西方便多了,2.0.0,2026-07-27,74,社区,低风险
1,无故封号，申诉没人理,1.9.0,2026-07-30,13,内容,高风险
1,广告越来越多，推荐质量下降,1.8.0,2026-06-04,12,功能,高风险
5,社区氛围好，互动很积极,2.1.0,2026-06-02,68,电商,中风险
5,内容丰富，种草体验很好,2.0.0,2026-06-05,71,搜索,低风险
4,社区氛围好，互动很积极,2.0.0,2026-07-16,90,电商,低风险
5,购物链路顺畅，下单方便,2.1.0,2026-07-02,83,内容,中风险
4,笔记质量高，信息量很大,2.1.0,2026-06-05,91,内容,中风险
1,隐私设置形同虚设,2.0.0,2026-06-21,6,客服,高风险
5,社区氛围好，互动很积极,2.1.0,2026-07-26,72,内容,低风险
5,视频流畅，加载很快,2.0.0,2026-06-27,63,电商,中风险
3,偶尔用用，没啥特别感觉,2.1.0,2026-06-19,27,功能,低风险
1,内容审核乱封号，误伤严重,2.0.0,2026-07-25,15,内容,高风险
4,搜索准确，找东西方便多了,1.8.0,2026-07-17,100,电商,中风险
4,社区氛围好，互动很积极,2.1.0,2026-06-11,82,社区,中风险
5,内容丰富，种草体验很好,1.9.0,2026-06-15,60,功能,低风险
4,界面简洁，用起来很顺手,2.1.0,2026-06-15,100,搜索,中风险
3,功能还行，中规中矩,1.9.0,2026-07-27,40,内容,低风险
5,购物链路顺畅，下单方便,1.8.0,2026-06-02,92,功能,低风险
3,界面还可以，就是偶尔卡顿,1.9.0,2026-06-29,38,其他,低风险
5,社区氛围好，互动很积极,1.9.0,2026-07-17,70,电商,低风险
4,搜索准确，找东西方便多了,2.1.0,2026-06-07,64,内容,低风险
3,一般般，没有惊喜,1.9.0,2026-07-12,25,其他,低风险
1,内容审核乱封号，误伤严重,2.1.0,2026-06-23,25,客服,中风险
1,广告越来越多，推荐质量下降,1.9.0,2026-06-23,9,内容,高风险
5,攻略很实用，收藏了很多,2.1.0,2026-07-18,61,电商,中风险
3,界面还可以，就是偶尔卡顿,1.8.0,2026-06-23,47,内容,低风险
4,内容丰富，种草体验很好,2.1.0,2026-07-16,73,内容,低风险
3,用了一阵子，感觉普通,2.0.0,2026-07-27,39,功能,低风险
5,攻略很实用，收藏了很多,1.9.0,2026-07-03,97,电商,中风险
5,直播体验不错，带货实在,1.8.0,2026-06-28,76,搜索,低风险
3,功能还行，中规中矩,2.1.0,2026-07-04,50,功能,低风险
5,界面简洁，用起来很顺手,2.1.0,2026-07-18,61,功能,低风险
4,搜索准确，找东西方便多了,1.9.0,2026-06-21,92,电商,低风险
4,推荐算法不错，经常有好物,2.0.0,2026-07-16,92,搜索,低风险
4,视频流畅，加载很快,1.8.0,2026-06-24,78,功能,中风险
2,账号莫名被禁言，没有任何通知,2.1.0,2026-07-20,6,账号,高风险
5,笔记质量高，信息量很大,1.9.0,2026-07-08,92,内容,低风险
4,直播体验不错，带货实在,1.9.0,2026-07-17,97,社区,低风险
2,评论区被水军刷屏,2.1.0,2026-06-30,9,功能,高风险
5,笔记质量高，信息量很大,2.1.0,2026-06-04,77,内容,低风险
3,偶尔用用，没啥特别感觉,1.8.0,2026-07-09,56,其他,低风险
5,界面简洁，用起来很顺手,1.9.0,2026-07-02,73,内容,低风险
5,搜索准确，找东西方便多了,2.1.0,2026-06-29,77,功能,低风险
4,购物链路顺畅，下单方便,1.8.0,2026-06-12,95,内容,低风险
3,偶尔用用，没啥特别感觉,1.9.0,2026-07-04,38,功能,低风险
3,用了一阵子，感觉普通,2.1.0,2026-06-16,57,其他,低风险
1,账号莫名被禁言，没有任何通知,2.0.0,2026-07-03,11,广告,高风险
3,界面还可以，就是偶尔卡顿,2.1.0,2026-06-21,28,其他,低风险
3,偶尔用用，没啥特别感觉,2.0.0,2026-06-15,31,其他,中风险
4,界面简洁，用起来很顺手,1.9.0,2026-06-06,75,内容,低风险
4,购物链路顺畅，下单方便,2.1.0,2026-06-23,96,电商,低风险
5,攻略很实用，收藏了很多,2.1.0,2026-06-10,84,搜索,低风险
4,直播体验不错，带货实在,1.8.0,2026-06-12,70,内容,中风险
4,笔记质量高，信息量很大,2.0.0,2026-07-17,66,社区,中风险
3,功能还行，中规中矩,2.1.0,2026-07-16,56,其他,低风险
3,偶尔用用，没啥特别感觉,1.9.0,2026-07-03,54,其他,低风险
3,界面还可以，就是偶尔卡顿,2.0.0,2026-07-17,39,其他,中风险
5,直播体验不错，带货实在,1.8.0,2026-07-05,77,社区,中风险
3,偶尔用用，没啥特别感觉,2.1.0,2026-06-08,38,功能,低风险
5,直播体验不错，带货实在,2.1.0,2026-07-22,81,内容,中风险
5,内容丰富，种草体验很好,2.1.0,2026-06-30,95,内容,中风险
3,用了一阵子，感觉普通,1.8.0,2026-07-07,59,功能,低风险
5,攻略很实用，收藏了很多,2.1.0,2026-07-28,62,搜索,低风险
5,推荐算法不错，经常有好物,2.0.0,2026-07-18,71,搜索,低风险
5,购物链路顺畅，下单方便,2.1.0,2026-07-05,91,搜索,低风险
3,界面还可以，就是偶尔卡顿,1.8.0,2026-07-28,50,内容,中风险
5,购物链路顺畅，下单方便,1.8.0,2026-06-03,100,功能,低风险
3,界面还可以，就是偶尔卡顿,1.8.0,2026-06-02,53,其他,低风险
5,社区氛围好，互动很积极,1.9.0,2026-07-19,97,社区,中风险
4,笔记质量高，信息量很大,2.0.0,2026-07-28,71,搜索,低风险
5,购物链路顺畅，下单方便,2.1.0,2026-07-22,66,功能,低风险
3,界面还可以，就是偶尔卡顿,2.0.0,2026-07-29,53,内容,低风险
5,攻略很实用，收藏了很多,2.0.0,2026-07-10,86,社区,中风险
2,搜索功能越来越难用,2.1.0,2026-06-24,1,账号,高风险
5,内容丰富，种草体验很好,2.0.0,2026-06-24,79,社区,低风险
5,购物链路顺畅，下单方便,1.8.0,2026-06-22,67,社区,低风险
4,购物链路顺畅，下单方便,2.0.0,2026-07-07,65,社区,低风险
4,推荐算法不错，经常有好物,2.1.0,2026-06-27,90,内容,中风险
3,功能还行，中规中矩,2.0.0,2026-07-13,43,内容,低风险
2,评论区被水军刷屏,1.9.0,2026-06-18,20,客服,低风险
5,内容丰富，种草体验很好,2.0.0,2026-06-27,94,搜索,低风险
3,偶尔用用，没啥特别感觉,1.9.0,2026-06-03,41,内容,低风险
5,购物链路顺畅，下单方便,1.9.0,2026-07-03,76,社区,低风险
4,内容丰富，种草体验很好,1.8.0,2026-07-13,99,电商,低风险
5,界面简洁，用起来很顺手,2.0.0,2026-07-12,87,内容,低风险
3,偶尔用用，没啥特别感觉,1.8.0,2026-07-14,44,功能,低风险
2,隐私设置形同虚设,1.8.0,2026-07-10,18,账号,高风险
3,偶尔用用，没啥特别感觉,1.8.0,2026-07-20,27,其他,低风险
3,界面还可以，就是偶尔卡顿,1.9.0,2026-06-25,32,内容,中风险
5,社区氛围好，互动很积极,1.8.0,2026-07-17,82,社区,低风险
4,视频流畅，加载很快,1.9.0,2026-06-15,63,社区,低风险
